Country,Year,AgeGrp,Female,Male,Max
Qatar,1956,29,0.67,0.65,3.22
Qatar,1956,30,0.63,0.63,3.22
Qatar,1956,31,0.62,0.61,3.22
Qatar,1956,32,0.60,0.59,3.22
Qatar,1956,33,0.58,0.57,3.22
Qatar,1956,34,0.56,0.55,3.22
Qatar,1956,35,0.54,0.54,3.22
Qatar,1956,36,0.52,0.52,3.22
Qatar,1956,37,0.51,0.50,3.22
Qatar,1956,38,0.49,0.49,3.22
Qatar,1956,39,0.47,0.47,3.22
Qatar,1956,40,0.46,0.46,3.22
Qatar,1956,41,0.44,0.44,3.22
Qatar,1956,42,0.43,0.42,3.22
Qatar,1956,43,0.41,0.41,3.22
Qatar,1956,44,0.40,0.40,3.22
Qatar,1956,45,0.39,0.39,3.22
Qatar,1956,46,0.38,0.38,3.22
Qatar,1956,47,0.37,0.37,3.22
Qatar,1956,48,0.36,0.36,3.22
Qatar,1956,49,0.35,0.35,3.22
Qatar,1956,50,0.34,0.34,3.22
Qatar,1956,51,0.33,0.33,3.22
Qatar,1956,52,0.32,0.31,3.22
Qatar,1956,53,0.31,0.30,3.22
Qatar,1956,54,0.30,0.29,3.22
Qatar,1956,55,0.29,0.28,3.22
Qatar,1956,56,0.28,0.27,3.22
Qatar,1956,57,0.27,0.26,3.22
Qatar,1956,58,0.26,0.26,3.22
Qatar,1956,59,0.25,0.24,3.22
Qatar,1956,60,0.24,0.23,3.22
Qatar,1956,61,0.23,0.22,3.22
Qatar,1956,62,0.22,0.21,3.22
Qatar,1956,63,0.21,0.20,3.22
Qatar,1956,64,0.20,0.19,3.22
Qatar,1956,65,0.19,0.18,3.22
Qatar,1956,66,0.18,0.17,3.22
Qatar,1956,67,0.17,0.15,3.22
Qatar,1956,68,0.16,0.15,3.22
Qatar,1956,69,0.15,0.13,3.22
Qatar,1956,70,0.14,0.12,3.22
Qatar,1956,71,0.13,0.11,3.22
Qatar,1956,72,0.11,0.10,3.22
Qatar,1956,73,0.10,0.09,3.22
Qatar,1956,74,0.09,0.08,3.22
Qatar,1956,75,0.08,0.07,3.22
Qatar,1956,76,0.07,0.06,3.22
Qatar,1956,77,0.06,0.05,3.22
Qatar,1956,78,0.05,0.04,3.22
Qatar,1956,79,0.04,0.04,3.22
Qatar,1956,80,0.04,0.03,3.22
Qatar,1956,81,0.03,0.02,3.22
Qatar,1956,82,0.03,0.02,3.22
Qatar,1956,83,0.02,0.01,3.22
Qatar,1956,84,0.02,0.01,3.22
Qatar,1956,85,0.01,0.01,3.22
Qatar,1956,86,0.01,0.01,3.22
Qatar,1956,87,0.00,0.00,3.22
Qatar,1956,88,0.00,0.00,3.22
Qatar,1956,89,0.00,0.00,3.22
Qatar,1956,90,0.00,0.00,3.22
Qatar,1956,91,0.00,0.00,3.22
Qatar,1956,92,0.00,0.00,3.22
Qatar,1956,93,0.00,0.00,3.22
Qatar,1956,94,0.00,0.00,3.22
Qatar,1956,95,0.00,0.00,3.22
Qatar,1956,96,0.00,0.00,3.22
Qatar,1956,97,0.00,0.00,3.22
Qatar,1956,98,0.00,0.00,3.22
Qatar,1956,99,0.00,0.00,3.22
Qatar,1956,100,0.00,0.00,3.22
Qatar,1957,0,2.10,2.16,3.22
Qatar,1957,1,1.94,1.99,3.22
Qatar,1957,2,1.84,1.89,3.22
Qatar,1957,3,1.75,1.80,3.22
Qatar,1957,4,1.69,1.72,3.22
Qatar,1957,5,1.62,1.65,3.22
Qatar,1957,6,1.57,1.59,3.22
Qatar,1957,7,1.47,1.50,3.22
Qatar,1957,8,1.42,1.44,3.22
Qatar,1957,9,1.29,1.30,3.22
Qatar,1957,10,1.23,1.25,3.22
Qatar,1957,11,1.18,1.20,3.22
Qatar,1957,12,1.13,1.14,3.22
Qatar,1957,13,1.08,1.09,3.22
Qatar,1957,14,1.03,1.05,3.22
Qatar,1957,15,1.00,1.01,3.22
Qatar,1957,16,0.97,0.98,3.22
Qatar,1957,17,0.94,0.95,3.22
Qatar,1957,18,0.92,0.92,3.22
Qatar,1957,19,0.89,0.89,3.22
Qatar,1957,20,0.87,0.86,3.22
Qatar,1957,21,0.84,0.83,3.22
Qatar,1957,22,0.81,0.81,3.22
Qatar,1957,23,0.79,0.78,3.22
Qatar,1957,24,0.77,0.76,3.22
Qatar,1957,25,0.74,0.73,3.22
Qatar,1957,26,0.72,0.71,3.22
Qatar,1957,27,0.70,0.69,3.22
Qatar,1957,28,0.68,0.67,3.22
Qatar,1957,29,0.66,0.64,3.22
Qatar,1957,30,0.64,0.63,3.22
Qatar,1957,31,0.61,0.61,3.22
Qatar,1957,32,0.60,0.59,3.22
Qatar,1957,33,0.58,0.57,3.22
Qatar,1957,34,0.56,0.55,3.22
Qatar,1957,35,0.54,0.54,3.22
Qatar,1957,36,0.52,0.52,3.22
Qatar,1957,37,0.51,0.50,3.22
Qatar,1957,38,0.49,0.49,3.22
Qatar,1957,39,0.48,0.47,3.22
Qatar,1957,40,0.45,0.46,3.22
Qatar,1957,41,0.44,0.44,3.22
Qatar,1957,42,0.42,0.42,3.22
Qatar,1957,43,0.41,0.40,3.22
Qatar,1957,44,0.39,0.40,3.22
Qatar,1957,45,0.39,0.39,3.22
Qatar,1957,46,0.38,0.38,3.22
Qatar,1957,47,0.37,0.37,3.22
Qatar,1957,48,0.36,0.36,3.22
Qatar,1957,49,0.35,0.35,3.22
Qatar,1957,50,0.34,0.33,3.22
Qatar,1957,51,0.32,0.32,3.22
Qatar,1957,52,0.31,0.31,3.22
Qatar,1957,53,0.30,0.30,3.22
Qatar,1957,54,0.29,0.29,3.22
Qatar,1957,55,0.28,0.28,3.22
Qatar,1957,56,0.27,0.26,3.22
Qatar,1957,57,0.26,0.25,3.22
Qatar,1957,58,0.25,0.25,3.22
Qatar,1957,59,0.25,0.24,3.22
Qatar,1957,60,0.23,0.23,3.22
Qatar,1957,61,0.23,0.22,3.22
Qatar,1957,62,0.22,0.20,3.22
Qatar,1957,63,0.21,0.20,3.22
Qatar,1957,64,0.20,0.19,3.22
Qatar,1957,65,0.19,0.18,3.22
Qatar,1957,66,0.18,0.17,3.22
Qatar,1957,67,0.17,0.16,3.22
Qatar,1957,68,0.16,0.14,3.22
Qatar,1957,69,0.15,0.13,3.22
Qatar,1957,70,0.14,0.12,3.22
Qatar,1957,71,0.13,0.11,3.22
Qatar,1957,72,0.11,0.10,3.22
Qatar,1957,73,0.10,0.09,3.22
Qatar,1957,74,0.09,0.08,3.22
Qatar,1957,75,0.08,0.07,3.22
Qatar,1957,76,0.07,0.06,3.22
Qatar,1957,77,0.06,0.05,3.22
Qatar,1957,78,0.05,0.05,3.22
Qatar,1957,79,0.05,0.04,3.22
Qatar,1957,80,0.04,0.03,3.22
Qatar,1957,81,0.03,0.03,3.22
Qatar,1957,82,0.03,0.02,3.22
Qatar,1957,83,0.02,0.02,3.22
Qatar,1957,84,0.02,0.01,3.22
Qatar,1957,85,0.01,0.01,3.22
Qatar,1957,86,0.01,0.01,3.22
Qatar,1957,87,0.01,0.00,3.22
Qatar,1957,88,0.00,0.00,3.22
Qatar,1957,89,0.00,0.00,3.22
Qatar,1957,90,0.00,0.00,3.22
Qatar,1957,91,0.00,0.00,3.22
Qatar,1957,92,0.00,0.00,3.22
Qatar,1957,93,0.00,0.00,3.22
Qatar,1957,94,0.00,0.00,3.22
Qatar,1957,95,0.00,0.00,3.22
Qatar,1957,96,0.00,0.00,3.22
Qatar,1957,97,0.00,0.00,3.22
Qatar,1957,98,0.00,0.00,3.22
Qatar,1957,99,0.00,0.00,3.22
Qatar,1957,100,0.00,0.00,3.22
Qatar,1958,0,2.09,2.16,3.22
Qatar,1958,1,1.94,1.99,3.22
Qatar,1958,2,1.84,1.89,3.22
Qatar,1958,3,1.75,1.79,3.22
Qatar,1958,4,1.68,1.72,3.22
Qatar,1958,5,1.61,1.64,3.22
Qatar,1958,6,1.55,1.58,3.22
Qatar,1958,7,1.50,1.53,3.22
Qatar,1958,8,1.41,1.44,3.22
Qatar,1958,9,1.37,1.38,3.22
Qatar,1958,10,1.23,1.25,3.22
Qatar,1958,11,1.18,1.20,3.22
Qatar,1958,12,1.13,1.15,3.22
Qatar,1958,13,1.09,1.10,3.22
Qatar,1958,14,1.04,1.05,3.22
Qatar,1958,15,0.99,1.01,3.22
Qatar,1958,16,0.96,0.97,3.22
Qatar,1958,17,0.94,0.95,3.22
Qatar,1958,18,0.91,0.91,3.22
Qatar,1958,19,0.89,0.90,3.22
Qatar,1958,20,0.86,0.87,3.22
Qatar,1958,21,0.84,0.84,3.22
Qatar,1958,22,0.81,0.81,3.22
Qatar,1958,23,0.79,0.79,3.22
Qatar,1958,24,0.77,0.77,3.22
Qatar,1958,25,0.74,0.74,3.22
Qatar,1958,26,0.72,0.72,3.22
Qatar,1958,27,0.70,0.70,3.22
Qatar,1958,28,0.68,0.68,3.22
Qatar,1958,29,0.66,0.66,3.22
Qatar,1958,30,0.64,0.63,3.22
Qatar,1958,31,0.62,0.61,3.22
Qatar,1958,32,0.59,0.60,3.22
Qatar,1958,33,0.58,0.58,3.22
Qatar,1958,34,0.56,0.56,3.22
Qatar,1958,35,0.54,0.54,3.22
Qatar,1958,36,0.52,0.52,3.22
Qatar,1958,37,0.50,0.51,3.22
Qatar,1958,38,0.49,0.49,3.22
Qatar,1958,39,0.48,0.47,3.22
Qatar,1958,40,0.46,0.46,3.22
Qatar,1958,41,0.43,0.44,3.22
Qatar,1958,42,0.42,0.43,3.22
Qatar,1958,43,0.40,0.41,3.22
Qatar,1958,44,0.39,0.39,3.22
Qatar,1958,45,0.38,0.38,3.22
Qatar,1958,46,0.37,0.37,3.22
Qatar,1958,47,0.36,0.37,3.22
Qatar,1958,48,0.35,0.36,3.22
Qatar,1958,49,0.34,0.34,3.22
Qatar,1958,50,0.33,0.33,3.22
Qatar,1958,51,0.32,0.32,3.22
Qatar,1958,52,0.31,0.31,3.22
Qatar,1958,53,0.30,0.30,3.22
Qatar,1958,54,0.29,0.29,3.22
Qatar,1958,55,0.28,0.28,3.22
Qatar,1958,56,0.27,0.26,3.22
Qatar,1958,57,0.26,0.25,3.22
Qatar,1958,58,0.25,0.24,3.22
Qatar,1958,59,0.24,0.23,3.22
Qatar,1958,60,0.23,0.23,3.22
Qatar,1958,61,0.22,0.22,3.22
Qatar,1958,62,0.22,0.20,3.22
Qatar,1958,63,0.20,0.19,3.22
Qatar,1958,64,0.20,0.18,3.22
Qatar,1958,65,0.19,0.17,3.22
Qatar,1958,66,0.17,0.16,3.22
Qatar,1958,67,0.17,0.15,3.22
Qatar,1958,68,0.16,0.14,3.22
Qatar,1958,69,0.14,0.13,3.22
Qatar,1958,70,0.13,0.12,3.22
Qatar,1958,71,0.12,0.11,3.22
Qatar,1958,72,0.11,0.10,3.22
Qatar,1958,73,0.10,0.09,3.22
Qatar,1958,74,0.09,0.08,3.22
Qatar,1958,75,0.08,0.07,3.22
Qatar,1958,76,0.07,0.06,3.22
Qatar,1958,77,0.06,0.05,3.22
Qatar,1958,78,0.05,0.04,3.22
Qatar,1958,79,0.05,0.04,3.22
Qatar,1958,80,0.04,0.03,3.22
Qatar,1958,81,0.03,0.03,3.22
Qatar,1958,82,0.03,0.02,3.22
Qatar,1958,83,0.02,0.02,3.22
Qatar,1958,84,0.02,0.01,3.22
Qatar,1958,85,0.01,0.01,3.22
Qatar,1958,86,0.01,0.01,3.22
Qatar,1958,87,0.01,0.01,3.22
Qatar,1958,88,0.00,0.00,3.22
Qatar,1958,89,0.00,0.00,3.22
Qatar,1958,90,0.00,0.00,3.22
Qatar,1958,91,0.00,0.00,3.22
Qatar,1958,92,0.00,0.00,3.22
Qatar,1958,93,0.00,0.00,3.22
Qatar,1958,94,0.00,0.00,3.22
Qatar,1958,95,0.00,0.00,3.22
Qatar,1958,96,0.00,0.00,3.22
Qatar,1958,97,0.00,0.00,3.22
Qatar,1958,98,0.00,0.00,3.22
Qatar,1958,99,0.00,0.00,3.22
Qatar,1958,100,0.00,0.00,3.22
Qatar,1959,0,2.09,2.15,3.22
Qatar,1959,1,1.92,1.98,3.22
Qatar,1959,2,1.83,1.88,3.22
Qatar,1959,3,1.74,1.78,3.22
Qatar,1959,4,1.67,1.70,3.22
Qatar,1959,5,1.60,1.63,3.22
Qatar,1959,6,1.54,1.57,3.22
Qatar,1959,7,1.48,1.51,3.22
Qatar,1959,8,1.43,1.45,3.22
Qatar,1959,9,1.35,1.37,3.22
Qatar,1959,10,1.30,1.32,3.22
Qatar,1959,11,1.18,1.19,3.22
Qatar,1959,12,1.13,1.15,3.22
Qatar,1959,13,1.08,1.10,3.22
Qatar,1959,14,1.04,1.05,3.22
Qatar,1959,15,1.00,1.01,3.22
Qatar,1959,16,0.95,0.98,3.22
Qatar,1959,17,0.92,0.95,3.22
Qatar,1959,18,0.90,0.92,3.22
Qatar,1959,19,0.88,0.89,3.22
Qatar,1959,20,0.86,0.88,3.22
Qatar,1959,21,0.83,0.86,3.22
Qatar,1959,22,0.82,0.83,3.22
Qatar,1959,23,0.79,0.80,3.22
Qatar,1959,24,0.77,0.79,3.22
Qatar,1959,25,0.75,0.76,3.22
Qatar,1959,26,0.72,0.73,3.22
Qatar,1959,27,0.70,0.72,3.22
Qatar,1959,28,0.68,0.70,3.22
Qatar,1959,29,0.66,0.67,3.22
Qatar,1959,30,0.64,0.65,3.22
Qatar,1959,31,0.62,0.62,3.22
Qatar,1959,32,0.60,0.61,3.22
Qatar,1959,33,0.57,0.59,3.22
Qatar,1959,34,0.56,0.57,3.22
Qatar,1959,35,0.54,0.55,3.22
Qatar,1959,36,0.52,0.53,3.22
Qatar,1959,37,0.50,0.51,3.22
Qatar,1959,38,0.48,0.50,3.22
Qatar,1959,39,0.47,0.47,3.22
Qatar,1959,40,0.46,0.46,3.22
Qatar,1959,41,0.44,0.45,3.22
Qatar,1959,42,0.42,0.43,3.22
Qatar,1959,43,0.40,0.42,3.22
Qatar,1959,44,0.38,0.40,3.22
Qatar,1959,45,0.38,0.38,3.22
Qatar,1959,46,0.36,0.37,3.22
Qatar,1959,47,0.35,0.36,3.22
Qatar,1959,48,0.34,0.35,3.22
Qatar,1959,49,0.33,0.34,3.22
Qatar,1959,50,0.32,0.33,3.22
Qatar,1959,51,0.32,0.32,3.22
Qatar,1959,52,0.31,0.31,3.22
Qatar,1959,53,0.29,0.29,3.22
Qatar,1959,54,0.28,0.28,3.22
Qatar,1959,55,0.27,0.27,3.22
Qatar,1959,56,0.26,0.26,3.22
Qatar,1959,57,0.25,0.25,3.22
Qatar,1959,58,0.24,0.24,3.22
Qatar,1959,59,0.24,0.23,3.22
Qatar,1959,60,0.23,0.22,3.22
Qatar,1959,61,0.22,0.22,3.22
Qatar,1959,62,0.21,0.20,3.22
Qatar,1959,63,0.20,0.19,3.22
Qatar,1959,64,0.19,0.18,3.22
Qatar,1959,65,0.18,0.17,3.22
Qatar,1959,66,0.17,0.16,3.22
Qatar,1959,67,0.16,0.15,3.22
Qatar,1959,68,0.15,0.14,3.22
Qatar,1959,69,0.14,0.13,3.22
Qatar,1959,70,0.13,0.12,3.22
Qatar,1959,71,0.12,0.11,3.22
Qatar,1959,72,0.11,0.10,3.22
Qatar,1959,73,0.10,0.08,3.22
Qatar,1959,74,0.09,0.08,3.22
Qatar,1959,75,0.08,0.07,3.22
Qatar,1959,76,0.07,0.06,3.22
Qatar,1959,77,0.06,0.05,3.22
Qatar,1959,78,0.05,0.05,3.22
Qatar,1959,79,0.05,0.04,3.22
Qatar,1959,80,0.04,0.03,3.22
Qatar,1959,81,0.03,0.02,3.22
Qatar,1959,82,0.03,0.02,3.22
Qatar,1959,83,0.02,0.02,3.22
Qatar,1959,84,0.02,0.01,3.22
Qatar,1959,85,0.02,0.01,3.22
Qatar,1959,86,0.01,0.01,3.22
Qatar,1959,87,0.01,0.01,3.22
Qatar,1959,88,0.01,0.00,3.22
Qatar,1959,89,0.00,0.00,3.22
Qatar,1959,90,0.00,0.00,3.22
Qatar,1959,91,0.00,0.00,3.22
Qatar,1959,92,0.00,0.00,3.22
Qatar,1959,93,0.00,0.00,3.22
Qatar,1959,94,0.00,0.00,3.22
Qatar,1959,95,0.00,0.00,3.22
Qatar,1959,96,0.00,0.00,3.22
Qatar,1959,97,0.00,0.00,3.22
Qatar,1959,98,0.00,0.00,3.22
Qatar,1959,99,0.00,0.00,3.22
Qatar,1959,100,0.00,0.00,3.22
Qatar,1960,0,2.07,2.14,3.22
Qatar,1960,1,1.91,1.96,3.22
Qatar,1960,2,1.80,1.85,3.22
Qatar,1960,3,1.72,1.76,3.22
Qatar,1960,4,1.64,1.68,3.22
Qatar,1960,5,1.57,1.61,3.22
Qatar,1960,6,1.51,1.54,3.22
Qatar,1960,7,1.45,1.48,3.22
Qatar,1960,8,1.40,1.42,3.22
Qatar,1960,9,1.35,1.37,3.22
Qatar,1960,10,1.28,1.30,3.22
Qatar,1960,11,1.23,1.25,3.22
Qatar,1960,12,1.11,1.13,3.22
Qatar,1960,13,1.07,1.09,3.22
Qatar,1960,14,1.02,1.04,3.22
Qatar,1960,15,0.99,1.01,3.22
Qatar,1960,16,0.96,0.98,3.22
Qatar,1960,17,0.92,0.95,3.22
Qatar,1960,18,0.89,0.93,3.22
Qatar,1960,19,0.88,0.91,3.22
Qatar,1960,20,0.86,0.89,3.22
Qatar,1960,21,0.84,0.88,3.22
Qatar,1960,22,0.82,0.87,3.22
Qatar,1960,23,0.80,0.84,3.22
Qatar,1960,24,0.78,0.82,3.22
Qatar,1960,25,0.76,0.80,3.22
Qatar,1960,26,0.74,0.78,3.22
Qatar,1960,27,0.71,0.75,3.22
Qatar,1960,28,0.69,0.73,3.22
Qatar,1960,29,0.67,0.71,3.22
Qatar,1960,30,0.65,0.68,3.22
Qatar,1960,31,0.63,0.66,3.22
Qatar,1960,32,0.60,0.63,3.22
Qatar,1960,33,0.59,0.61,3.22
Qatar,1960,34,0.56,0.59,3.22
Qatar,1960,35,0.54,0.57,3.22
Qatar,1960,36,0.52,0.54,3.22
Qatar,1960,37,0.50,0.52,3.22
Qatar,1960,38,0.49,0.51,3.22
Qatar,1960,39,0.46,0.49,3.22
Qatar,1960,40,0.45,0.47,3.22
Qatar,1960,41,0.44,0.45,3.22
Qatar,1960,42,0.42,0.44,3.22
Qatar,1960,43,0.40,0.42,3.22
Qatar,1960,44,0.39,0.41,3.22
Qatar,1960,45,0.37,0.39,3.22
Qatar,1960,46,0.36,0.37,3.22
Qatar,1960,47,0.35,0.36,3.22
Qatar,1960,48,0.34,0.35,3.22
Qatar,1960,49,0.33,0.34,3.22
Qatar,1960,50,0.32,0.33,3.22
Qatar,1960,51,0.31,0.32,3.22
Qatar,1960,52,0.30,0.31,3.22
Qatar,1960,53,0.29,0.29,3.22
Qatar,1960,54,0.28,0.28,3.22
Qatar,1960,55,0.27,0.27,3.22
Qatar,1960,56,0.26,0.26,3.22
Qatar,1960,57,0.25,0.25,3.22
Qatar,1960,58,0.24,0.24,3.22
Qatar,1960,59,0.23,0.23,3.22
Qatar,1960,60,0.22,0.21,3.22
Qatar,1960,61,0.21,0.21,3.22
Qatar,1960,62,0.21,0.20,3.22
Qatar,1960,63,0.19,0.19,3.22
Qatar,1960,64,0.19,0.18,3.22
Qatar,1960,65,0.17,0.17,3.22
Qatar,1960,66,0.17,0.16,3.22
Qatar,1960,67,0.16,0.15,3.22
Qatar,1960,68,0.15,0.14,3.22
Qatar,1960,69,0.14,0.13,3.22
Qatar,1960,70,0.13,0.12,3.22
Qatar,1960,71,0.12,0.11,3.22
Qatar,1960,72,0.11,0.10,3.22
Qatar,1960,73,0.10,0.09,3.22
Qatar,1960,74,0.09,0.08,3.22
Qatar,1960,75,0.08,0.07,3.22
Qatar,1960,76,0.07,0.06,3.22
Qatar,1960,77,0.06,0.05,3.22
Qatar,1960,78,0.05,0.04,3.22
Qatar,1960,79,0.05,0.04,3.22
Qatar,1960,80,0.04,0.03,3.22
Qatar,1960,81,0.03,0.03,3.22
Qatar,1960,82,0.03,0.02,3.22
Qatar,1960,83,0.02,0.02,3.22
Qatar,1960,84,0.02,0.01,3.22
Qatar,1960,85,0.01,0.01,3.22
Qatar,1960,86,0.01,0.01,3.22
Qatar,1960,87,0.01,0.01,3.22
Qatar,1960,88,0.01,0.00,3.22
Qatar,1960,89,0.01,0.00,3.22
Qatar,1960,90,0.00,0.00,3.22
Qatar,1960,91,0.00,0.00,3.22
Qatar,1960,92,0.00,0.00,3.22
Qatar,1960,93,0.00,0.00,3.22
Qatar,1960,94,0.00,0.00,3.22
Qatar,1960,95,0.00,0.00,3.22
Qatar,1960,96,0.00,0.00,3.22
Qatar,1960,97,0.00,0.00,3.22
Qatar,1960,98,0.00,0.00,3.22
Qatar,1960,99,0.00,0.00,3.22
Qatar,1960,100,0.00,0.00,3.22
Qatar,1961,0,2.06,2.13,3.22
Qatar,1961,1,1.87,1.92,3.22
Qatar,1961,2,1.76,1.81,3.22
Qatar,1961,3,1.66,1.71,3.22
Qatar,1961,4,1.59,1.63,3.22
Qatar,1961,5,1.52,1.55,3.22
Qatar,1961,6,1.46,1.49,3.22
Qatar,1961,7,1.40,1.43,3.22
Qatar,1961,8,1.34,1.37,3.22
Qatar,1961,9,1.30,1.32,3.22
Qatar,1961,10,1.25,1.27,3.22
Qatar,1961,11,1.18,1.20,3.22
Qatar,1961,12,1.14,1.16,3.22
Qatar,1961,13,1.04,1.06,3.22
Qatar,1961,14,1.00,1.03,3.22
Qatar,1961,15,0.96,0.99,3.22
Qatar,1961,16,0.94,0.97,3.22
Qatar,1961,17,0.92,0.96,3.22
Qatar,1961,18,0.89,0.95,3.22
Qatar,1961,19,0.87,0.94,3.22
Qatar,1961,20,0.86,0.94,3.22
Qatar,1961,21,0.85,0.93,3.22
Qatar,1961,22,0.84,0.93,3.22
Qatar,1961,23,0.81,0.91,3.22
Qatar,1961,24,0.80,0.89,3.22
Qatar,1961,25,0.77,0.87,3.22
Qatar,1961,26,0.75,0.85,3.22
Qatar,1961,27,0.73,0.82,3.22
Qatar,1961,28,0.71,0.79,3.22
Qatar,1961,29,0.68,0.77,3.22
Qatar,1961,30,0.66,0.74,3.22
Qatar,1961,31,0.64,0.71,3.22
Qatar,1961,32,0.62,0.69,3.22
Qatar,1961,33,0.59,0.65,3.22
Qatar,1961,34,0.58,0.63,3.22
Qatar,1961,35,0.54,0.61,3.22
Qatar,1961,36,0.53,0.59,3.22
Qatar,1961,37,0.51,0.56,3.22
Qatar,1961,38,0.49,0.53,3.22
Qatar,1961,39,0.47,0.52,3.22
Qatar,1961,40,0.45,0.50,3.22
Qatar,1961,41,0.44,0.47,3.22
Qatar,1961,42,0.42,0.45,3.22
Qatar,1961,43,0.40,0.44,3.22
Qatar,1961,44,0.38,0.42,3.22
Qatar,1961,45,0.37,0.40,3.22
Qatar,1961,46,0.35,0.38,3.22
Qatar,1961,47,0.34,0.36,3.22
Qatar,1961,48,0.33,0.35,3.22
Qatar,1961,49,0.32,0.34,3.22
Qatar,1961,50,0.31,0.33,3.22
Qatar,1961,51,0.30,0.32,3.22
Qatar,1961,52,0.29,0.31,3.22
Qatar,1961,53,0.28,0.30,3.22
Qatar,1961,54,0.27,0.28,3.22
Qatar,1961,55,0.26,0.27,3.22
Qatar,1961,56,0.25,0.26,3.22
Qatar,1961,57,0.24,0.25,3.22
Qatar,1961,58,0.23,0.24,3.22
Qatar,1961,59,0.22,0.22,3.22
Qatar,1961,60,0.21,0.21,3.22
Qatar,1961,61,0.20,0.20,3.22
Qatar,1961,62,0.20,0.20,3.22
Qatar,1961,63,0.19,0.19,3.22
Qatar,1961,64,0.17,0.17,3.22
Qatar,1961,65,0.17,0.16,3.22
Qatar,1961,66,0.16,0.15,3.22
Qatar,1961,67,0.15,0.15,3.22
Qatar,1961,68,0.14,0.13,3.22
Qatar,1961,69,0.13,0.12,3.22
Qatar,1961,70,0.12,0.11,3.22
Qatar,1961,71,0.11,0.11,3.22
Qatar,1961,72,0.10,0.10,3.22
Qatar,1961,73,0.09,0.09,3.22
Qatar,1961,74,0.08,0.08,3.22
Qatar,1961,75,0.08,0.07,3.22
Qatar,1961,76,0.07,0.06,3.22
Qatar,1961,77,0.06,0.05,3.22
Qatar,1961,78,0.05,0.04,3.22
Qatar,1961,79,0.04,0.04,3.22
Qatar,1961,80,0.04,0.03,3.22
Qatar,1961,81,0.03,0.02,3.22
Qatar,1961,82,0.03,0.02,3.22
Qatar,1961,83,0.02,0.02,3.22
Qatar,1961,84,0.02,0.01,3.22
Qatar,1961,85,0.01,0.01,3.22
Qatar,1961,86,0.01,0.01,3.22
Qatar,1961,87,0.01,0.01,3.22
Qatar,1961,88,0.01,0.00,3.22
Qatar,1961,89,0.01,0.00,3.22
Qatar,1961,90,0.00,0.00,3.22
Qatar,1961,91,0.00,0.00,3.22
Qatar,1961,92,0.00,0.00,3.22
Qatar,1961,93,0.00,0.00,3.22
Qatar,1961,94,0.00,0.00,3.22
Qatar,1961,95,0.00,0.00,3.22
Qatar,1961,96,0.00,0.00,3.22
Qatar,1961,97,0.00,0.00,3.22
Qatar,1961,98,0.00,0.00,3.22
Qatar,1961,99,0.00,0.00,3.22
Qatar,1961,100,0.00,0.00,3.22
Qatar,1962,0,2.04,2.11,3.22
Qatar,1962,1,1.81,1.87,3.22
Qatar,1962,2,1.68,1.72,3.22
Qatar,1962,3,1.58,1.62,3.22
Qatar,1962,4,1.50,1.54,3.22
Qatar,1962,5,1.44,1.47,3.22
Qatar,1962,6,1.37,1.40,3.22
Qatar,1962,7,1.31,1.34,3.22
Qatar,1962,8,1.26,1.28,3.22
Qatar,1962,9,1.21,1.23,3.22
Qatar,1962,10,1.16,1.18,3.22
Qatar,1962,11,1.13,1.15,3.22
Qatar,1962,12,1.07,1.08,3.22
Qatar,1962,13,1.03,1.06,3.22
Qatar,1962,14,0.95,0.98,3.22
Qatar,1962,15,0.92,0.97,3.22
Qatar,1962,16,0.91,0.96,3.22
Qatar,1962,17,0.89,0.97,3.22
Qatar,1962,18,0.89,0.98,3.22
Qatar,1962,19,0.87,1.00,3.22
Qatar,1962,20,0.87,1.01,3.22
Qatar,1962,21,0.87,1.02,3.22
Qatar,1962,22,0.86,1.02,3.22
Qatar,1962,23,0.85,1.02,3.22
Qatar,1962,24,0.83,1.01,3.22
Qatar,1962,25,0.82,0.99,3.22
Qatar,1962,26,0.79,0.97,3.22
Qatar,1962,27,0.77,0.95,3.22
Qatar,1962,28,0.75,0.91,3.22
Qatar,1962,29,0.71,0.88,3.22
Qatar,1962,30,0.69,0.84,3.22
Qatar,1962,31,0.66,0.81,3.22
Qatar,1962,32,0.64,0.77,3.22
Qatar,1962,33,0.61,0.74,3.22
Qatar,1962,34,0.58,0.70,3.22
Qatar,1962,35,0.57,0.68,3.22
Qatar,1962,36,0.54,0.64,3.22
Qatar,1962,37,0.52,0.62,3.22
Qatar,1962,38,0.49,0.58,3.22
Qatar,1962,39,0.47,0.56,3.22
Qatar,1962,40,0.45,0.54,3.22
Qatar,1962,41,0.43,0.51,3.22
Qatar,1962,42,0.42,0.48,3.22
Qatar,1962,43,0.40,0.46,3.22
Qatar,1962,44,0.38,0.44,3.22
Qatar,1962,45,0.36,0.42,3.22
Qatar,1962,46,0.35,0.40,3.22
Qatar,1962,47,0.33,0.38,3.22
Qatar,1962,48,0.32,0.36,3.22
Qatar,1962,49,0.31,0.35,3.22
Qatar,1962,50,0.30,0.33,3.22
Qatar,1962,51,0.29,0.32,3.22
Qatar,1962,52,0.28,0.31,3.22
Qatar,1962,53,0.27,0.29,3.22
Qatar,1962,54,0.25,0.29,3.22
Qatar,1962,55,0.25,0.27,3.22
Qatar,1962,56,0.24,0.26,3.22
Qatar,1962,57,0.23,0.24,3.22
